:START_ID(Entity),:END_ID(Entity),:TYPE,claim_id,predicate,refs:int[],status,evidence,level,species:string[],section,volume,synthesis:boolean,finding,finding_note,hypothesis,hypothesis_group,parameters
respiration-gated-hypoglossal-nerve-stimulation-0wbd9yw,apnoea-hypopnoea-index-in-obstructive-sleep-apno-0ukgd19,DECREASES,C0335,decreases,252;254,supported,human-interventional,clinical,human,v0-10-modality-map,v0,false,,,,,"{""coupling"":""excitation of a somatic motor nerve producing timed tongue-protrusor contraction, with a mechanical endpoint rather than a modulated state"",""n"":""126 CPAP-intolerant patients"",""result"":""median apnoea-hypopnoea index down 68%, from 29.3 to 9.0 events/hour at 12 months"",""causal_control"":""a randomised therapy-withdrawal substudy confirmed device dependence"",""pooled"":""30 studies, index down 20.11 events/hour (95% CI 23.13 to 17.10) at one year"",""limit"":""only 4 of the 30 pooled studies were randomised""}"
occipital-nerve-stimulation-02w6nl5,weekly-attack-frequency-in-medically-intractable-0syffrh,DECREASES,C0336,decreases,255,supported,human-interventional,clinical,human,v0-10-modality-map,v0,false,,,,,"{""design"":""randomised, double-blind, multicentre phase 3 dose-controlled trial"",""dose_arms"":""intensity set at 100% or 30% of the individually determined paraesthesia-to-near-discomfort range rather than in mA"",""result"":""median weekly attack frequency fell substantially by weeks 21-24 (p < 0.0001), similarly in both arms"",""consequence"":""a dose-dependent therapeutic effect cannot be separated from a non-specific one"",""missing"":""a sham comparison, which an unmistakable paraesthesia makes impossible, and with it the mechanism of benefit""}"
epidural-spinal-cord-stimulation-1gf10bq,large-myelinated-dorsal-root-afferents-which-eng-1k7erey,ACTIVATES,C0337,activates,61,supported,computational,circuit,rat,v0-10-modality-map,v0,false,,,,,"{""claim"":""recruitment of large myelinated dorsal-root afferents rather than motoneurons or interneurons directly"",""validation"":""modelled and confirmed in rats for intensity and electrode position"",""corpus_gap"":""no human mechanism source; one computational model with rat validation and one expert taxonomy""}"
surface-or-implanted-peripheral-motor-nerve-stim-0ot5og0,motor-units-non-selectively-spatially-fixed-and-1s2oy28,ACTIVATES,C0338,activates,246,supported,consensus,systemic,human,v0-10-modality-map,v0,false,,,,,"{""rejected_textbook_claim"":""the strict reverse (large-to-small) recruitment order is not supported"",""consequence"":""synchronous firing of the same units is the source of the rapid fatigue, and the stimulated population does not rotate as in voluntary contraction"",""missing"":""a selective recruitment method that reproduces the size principle, and fatigue-resistant parameter sets""}"
transcranial-pulse-stimulation-1j7r0no,cerad-corrected-total-score-in-alzheimer-s-disea-0fr66dt,MODULATES,C0339,modulates,229;228,supported,human-interventional,clinical,human,v0-10-modality-map,v0,false,null-result,primary endpoint not met (benefit only in the pre-specified younger subgroup),,,"{""design"":""double-blind sham-controlled crossover trial with successful blinding"",""n"":""60 patients on standard therapy"",""dose"":""6,000 pulses at 0.20 mJ/mm2 and 5 Hz, about 3 microseconds per pulse"",""missed_primary_endpoint"":""CERAD corrected total score rose 2.22 points after verum against 1.00 after sham at three months, with a non-significant condition-by-session interaction, P = .68"",""subgroup"":""benefit confined to a prespecified subgroup aged 70 or under"",""superseded_result"":""a 35-patient open-label series had reported three-month improvement correlated with memory-network connectivity"",""missing"":""a confirmed clinical effect and an established coupling mechanism""}"
organ-directed-focused-ultrasound-aimed-at-a-sub-1vamocm,ex-vivo-tnf-production-in-healthy-human-voluntee-0u5u5hr,DECREASES,C0340,decreases,259;256,supported,human-interventional,systemic,human,v0-10-modality-map,v0,false,,,,,"{""protocol"":""three minutes delivered in intermittent 15 s intervals, either swept continuously at 11.7 mW/cm2 or focused-pulsed at 174.8-225.4 mW/cm2"",""result"":""ex vivo TNF production fell for more than two hours and returned to baseline by 24 h, with no adverse clinical or laboratory effects"",""rival_reading"":""the effect did not differ by stimulation mode or across a roughly fifteen-fold intensity difference, which is hard to reconcile with a dose-dependent mechanical-neural mechanism and is compatible with a local tissue effect rather than a neural reflex"",""missing"":""any human measurement of the neurotransmitter relay and any energy-response relationship""}"
40-hz-audio-visual-sensory-entrainment-delivered-0dc0v1b,primary-cognitive-composite-in-mild-to-moderate-0zw80qu,MODULATES,C0341,modulates,234;233,supported,human-interventional,clinical,human,v0-10-modality-map,v0,false,null-result,primary cognitive composite not met,,,"{""design"":""six-month sham-controlled trial randomised 2:1, EEG-verified delivery, adherence 85-90%, no serious treatment-related adverse events"",""n"":""70 analysable patients"",""missed_primary_endpoint"":""the primary cognitive composite was missed"",""unadjusted_secondaries"":""nominally favourable — MMSE decline reduced 76%, ADCS-ADL decline 77%, whole-brain volume loss 69%"",""superseded_result"":""pilot work in 15 patients had reported less ventricular dilation and hippocampal atrophy"",""missing"":""a positive primary endpoint and multiplicity-adjusted secondary outcomes""}"
shifted-and-summed-rate-matched-transient-evoked-0yqdwfl,steady-state-response-to-rhythmic-sensory-stimul-082cpz1,MODULATES,C0342,modulates,232;231,supported,human-interventional,circuit,human,v0-10-modality-map,v0,false,,,,,"{""claim"":""linear superposition rather than entrainment, with no signature of oscillatory entrainment at the stimulation frequency"",""rival"":""the resonance reading of the human flicker frequency-response curve, which peaks near 10, 20, 40 and 80 Hz across 1-100 Hz"",""open_question"":""whether the driven response involves an entrained oscillator at all""}"
galvanic-vestibular-stimulation-0yhotqn,spike-initiation-zone-of-vestibular-primary-affe-0rp0fo6,POLARIZES,C0343,polarizes,235;237,supported,consensus,biophysical,human,v0-10-modality-map,v0,false,,,,,"{""locus"":""DC bias of firing at the spike-initiation zone rather than at the hair cell or the central nuclei"",""sensitivity"":""irregular afferents most sensitive"",""forward_model"":""the vector of biased signals converging in the vestibular nuclei predicts the direction and size of body sway across montages"",""dose_axes"":""current amplitude 0.1-4 mA, session duration 12 s to 24 h, direct, sinusoidal or stochastic waveforms, extracted from 53 clinical trials"",""missing"":""parameter consensus across indications and pooled efficacy estimates by indication""}"
transcranial-static-magnetic-field-stimulation-0jrukv5,motor-evoked-potential-amplitude-00eayux,MODULATES,C0344,modulates,240;238;241,supported,human-interventional,cellular,human,v0-10-modality-map,v0,false,null-result,non-replication at matched magnet geometry,,,"{""non_replication"":""ten minutes at matched magnet geometry produced no MEP modulation in 18 subjects, with or without a concurrent attentional task (negative)"",""original_effect"":""MEP amplitude reduced by up to about 25% after ten minutes in single-session excitability studies"",""flux_density"":""about 160-170 mT at 2 cm from the scalp for a 45 x 30 mm N45 magnet"",""missing"":""any transduction mechanism, since no accepted pathway exists for a static field, and a pooled effect-size estimate""}"
species-gap-in-deliverable-cortical-cooling-1kp880n,cortical-cooling-as-a-human-therapeutic-drive-03dijsy,CONFOUNDS,C0345,confounds,242;243,inferred,inferred,biophysical,human,v0-10-modality-map,v0,true,,,,,"{""preclinical_thresholds"":""about 20 degrees C terminates paroxysmal activity in vitro and below 24 degrees C aborts seizures within seconds in vivo"",""human_achieved"":""intraoperative surface cooling of human cortex achieved only about 0.6-2 degrees C at 10-15 mm depth"",""coupling"":""temperature dependence of channel kinetics and synaptic release slows every temperature-dependent conductance and release step at once"",""missing"":""any human therapeutic series""}"
continuous-intrathecal-baclofen-infusion-19wec0z,muscle-tone-and-spasm-frequency-in-severe-spasti-19n3act,DECREASES,C0346,decreases,163,supported,human-interventional,clinical,human,v0-10-modality-map,v0,false,,,,,"{""design"":""randomised double-blind crossover trial"",""n"":""20 patients who had failed the oral route"",""result"":""tone fell in all 20 patients and spasms were reduced in 18 of 19, maintained over a mean 19.2 months"",""coupling"":""receptor occupancy placed at the spinal cord rather than the brain, GABA-B agonism where the circuit is and not where the side effects are"",""missing"":""target-site concentration measurement""}"
convection-enhanced-intraparenchymal-delivery-1vjattb,volume-of-distribution-of-an-infused-molecule-in-15m6ws5,INCREASES,C0347,increases,160,supported,animal-interventional,subcellular,rat,v0-10-modality-map,v0,false,,,,,"{""coupling"":""a sustained pressure gradient driving bulk flow, so distribution is set by infusion physics rather than by molecular diffusivity"",""ratios"":""distribution-to-infusion volume about 6:1 for 111In-transferrin and about 13:1 for 14C-sucrose"",""concentration"":""local concentrations orders of magnitude above achievable systemic levels"",""spread"":""centimetres rather than millimetres, with the large molecule more uniformly distributed at 24 h"",""corpus_gap"":""no human outcome data in this corpus""}"
inhaled-nitrous-oxide-0w46ovu,depression-severity-relative-to-placebo-0dmmu81,DECREASES,C0348,decreases,185,supported,human-interventional,clinical,human,v0-10-modality-map,v0,false,,,,,"{""design"":""phase 2 crossover trial"",""n"":""24 patients"",""dose"":""one-hour inhalations at 25% or 50%"",""efficacy"":""improvement versus placebo, P = 0.01, with no difference between concentrations, P = 0.58"",""safety"":""adverse events far fewer at 25%, P < 0.001"",""timing"":""separation from placebo emerged at weeks 1 and 2 rather than at 2 or 24 hours, so the outcome outlasts exposure by weeks"",""missing"":""a dose-response for efficacy, which saturated while side effects remained dose-dependent""}"
absence-of-any-cross-modality-comparative-source-0x0yalm,side-by-side-comparison-of-human-applicable-neur-003u2oe,CONFOUNDS,C0349,confounds,30;31,inferred,inferred,clinical,n/a,v0-10-modality-map,v0,true,,,,,"{""families"":""magnetic seizure therapy, epidural cortical stimulation as a therapy, intracortical microstimulation, tRNS, transcranial pulse stimulation, peripheral or organ-directed ultrasound, sensory entrainment, galvanic vestibular stimulation, transcranial static magnetic field stimulation, cortical cooling, and brain-computer interfaces with write-in stimulation"",""consequence"":""each row was assembled from that family's own sources rather than lifted from a review that had already placed it on shared axes"",""gap_pattern"":""of 33 placeholder cells, 15 are in the named-rival column and 5 in proposed primary coupling mechanism, while the evidence-base column has none""}"
invasiveness-of-a-modality-0e8mmoc,how-well-its-coupling-step-is-specified-0t6ikdw,CORRELATES_WITH,C0350,correlates_with,33;34;26;27,inferred,inferred,biophysical,n/a,v0-10-modality-map,v0,true,,,,,"{""result"":""no correspondence: the two best-specified coupling accounts sit at opposite ends of the invasiveness range"",""best_specified"":""an implanted electrode's activating function, where the driving term is the second spatial derivative of extracellular potential along a fibre, and a drug's receptor occupancy window measured in humans by PET"",""least_specified"":""the middle of the range, including low-intensity ultrasound with at least four candidate transducers and temporal interference with a modelled threshold two orders of magnitude above what is reachable""}"
a-safety-problem-rather-than-a-mechanism-1lnb1tk,every-transferable-dose-unit-in-the-modality-map-04kecs7,CONFOUNDS,C0351,confounds,85;16;17;19;260;261,inferred,inferred,clinical,n/a,v0-10-modality-map,v0,true,,,,,"{""units"":""equivalent minutes at 43 degrees C for thermal exposure, charge density with charge per phase for implanted electrodes, and the mechanical index for ultrasound"",""exception_that_shows_the_rule"":""the convulsive families, whose inherited units of charge, energy and multiples of seizure threshold are argued to be the wrong abstraction because placement and pulse width change outcome at constant charge""}"
